gene,Position,Gene synonym,Ensembl,Gene description
MARCHF5,chr10:92291167-92353964,"FLJ20445, MARCH-V, MARCH5, MITOL, RNF153",ENSG00000198060,Membrane associated ring-CH-type finger 5
MARCHF6,chr5:10353695-10440388,"MARCH-VI, MARCH6, RNF176, TEB4",ENSG00000145495,Membrane associated ring-CH-type finger 6
MARCHF7,chr2:159712457-159771027,"AXOT, MARCH-VII, MARCH7, RNF177",ENSG00000136536,Membrane associated ring-CH-type finger 7
MARCHF8,chr10:45454585-45594906,"c-MIR, CMIR, MARCH-VIII, MARCH8, MIR, RNF178",ENSG00000165406,Membrane associated ring-CH-type finger 8
MARCHF9,chr12:57755103-57760411,"FLJ36578, MARCH9, RNF179",ENSG00000139266,Membrane associated ring-CH-type finger 9
MARCKS,chr6:113857345-113863475,"80K-L, MACS, PKCSL",ENSG00000277443,Myristoylated alanine rich protein kinase C substrate
MARCKSL1,chr1:32333839-32336233,"F52, MacMARCKS, MLP, MLP1",ENSG00000175130,MARCKS like 1
MARCO,chr2:118942194-118994660,"SCARA2, SR-A6",ENSG00000019169,Macrophage receptor with collagenous structure
MARCOL,chr5:148221650-148243580,NA,ENSG00000248109,MARCO like
MARF1,chr16:15594387-15643154,"KIAA0430, LKAP, LMKB, PPP1R34",ENSG00000166783,Meiosis regulator and mRNA stability factor 1
MARK1,chr1:220528136-220664461,"MARK, PAR-1C",ENSG00000116141,Microtubule affinity regulating kinase 1
MARK2,chr11:63838928-63911020,"EMK1, PAR-1, PAR-1B, Par1b",ENSG00000072518,Microtubule affinity regulating kinase 2
MARK3,chr14:103385377-103503831,"CTAK1, KP78, PAR-1A",ENSG00000075413,Microtubule affinity regulating kinase 3
MARK4,chr19:45079288-45305284,"FLJ90097, KIAA1860, MARKL1, Nbla00650, PAR-1D",ENSG00000007047,Microtubule affinity regulating kinase 4
MARS1,chr12:57475445-57517569,"CMT2U, MARS, MetRS, SPG70",ENSG00000166986,Methionyl-tRNA synthetase 1
MARS2,chr2:197705369-197708395,"mtMetRS, SPAX3",ENSG00000247626,"Methionyl-tRNA synthetase 2, mitochondrial"
MARVELD1,chr10:97713173-97718150,"bA548K23.8, FLJ22343, FLJ23440, GB14, MGC4415, MRVLDC1",ENSG00000155254,MARVEL domain containing 1
MARVELD2,chr5:69415065-69444330,"DFNB49, FLJ30532, MRVLDC2, TRIC",ENSG00000152939,MARVEL domain containing 2
MARVELD3,chr16:71626161-71642114,MRVLDC3,ENSG00000140832,MARVEL domain containing 3
MAS1,chr6:159890988-159917447,NA,ENSG00000130368,"MAS1 proto-oncogene, G protein-coupled receptor"
MAS1L,chr6:29486697-29487956,"dJ994E9.2, MAS-L, MRG",ENSG00000204687,"MAS1 proto-oncogene like, G protein-coupled receptor"
MASP1,chr3:187217282-187291980,"CRARF, MAP-1, Map44, MASP, MASP-3, PRSS5",ENSG00000127241,MBL associated serine protease 1
MASP2,chr1:11022009-11047239,"MAP-2, Map19, MASP1P1, sMAP",ENSG00000009724,MBL associated serine protease 2
MAST1,chr19:12833951-12874952,"KIAA0973, SAST",ENSG00000105613,Microtubule associated serine/threonine kinase 1
MAST2,chr1:45786987-46036122,"KIAA0807, MAST205",ENSG00000086015,Microtubule associated serine/threonine kinase 2
MAST3,chr19:18097778-18151692,KIAA0561,ENSG00000099308,Microtubule associated serine/threonine kinase 3
MAST4,chr5:66596380-67169593,KIAA0303,ENSG00000069020,Microtubule associated serine/threonine kinase family member 4
MASTL,chr10:27154824-27187953,"FLJ14813, Gwl, THC2",ENSG00000120539,Microtubule associated serine/threonine kinase like
MAT1A,chr10:80271820-80289658,"MAT, MATA1, SAMS, SAMS1",ENSG00000151224,Methionine adenosyltransferase 1A
MAT2A,chr2:85539168-85545281,"MATA2, MATII, SAMS2",ENSG00000168906,Methionine adenosyltransferase 2A
MAT2B,chr5:163503114-163519558,"MATIIbeta, SDR23E1",ENSG00000038274,Methionine adenosyltransferase 2B
MATCAP1,chr16:67175599-67184040,"KIAA0895L, LOC653319",ENSG00000196123,Microtubule associated tyrosine carboxypeptidase 1
MATCAP2,chr7:36324152-36390125,KIAA0895,ENSG00000164542,Microtubule associated tyrosine carboxypeptidase 2
MATK,chr19:3777970-3802129,"CHK, CTK, DKFZp434N1212, HHYLTK, HYL, HYLTK, Lsk, MGC1708, MGC2101",ENSG00000007264,Megakaryocyte-associated tyrosine kinase
MATN1,chr1:30711277-30723585,"CMP, CRTM",ENSG00000162510,Matrilin 1
MATN2,chr8:97868840-98036724,NA,ENSG00000132561,Matrilin 2
MATN3,chr2:19992052-20012668,"EDM5, HOA",ENSG00000132031,Matrilin 3
MATN4,chr20:45293445-45308529,NA,ENSG00000124159,Matrilin 4
MATR3,chr5:139293674-139331677,"KIAA0723, MGC9105, MPD2, VCPDM",ENSG00000015479,Matrin 3
MATR3,chr5:139273752-139331671,NA,ENSG00000280987,Matrin 3
MAU2,chr19:19320829-19358754,"KIAA0892, mau-2, MAU2L, MGC75361, SCC4",ENSG00000129933,MAU2 sister chromatid cohesion factor
MAVS,chr20:3846799-3876123,"Cardif, IPS-1, KIAA1271, VISA",ENSG00000088888,Mitochondrial antiviral signaling protein
MAX,chr14:65006174-65102695,"bHLHd4, bHLHd5, bHLHd6, bHLHd7, bHLHd8",ENSG00000125952,MYC associated factor X
MAZ,chr16:29806106-29811164,"Pur-1, ZF87, Zif87, ZNF801",ENSG00000103495,MYC associated zinc finger protein
MB,chr22:35606764-35637951,PVALB,ENSG00000198125,Myoglobin
MB21D2,chr3:192796815-192917856,C3orf59,ENSG00000180611,Mab-21 domain containing 2
MBD1,chr18:50266882-50281774,"CXXC3, PCM1",ENSG00000141644,Methyl-CpG binding domain protein 1
MBD2,chr18:54151606-54224669,NA,ENSG00000134046,Methyl-CpG binding domain protein 2
MBD3,chr19:1573596-1592865,NA,ENSG00000071655,Methyl-CpG binding domain protein 3
MBD3L1,chr19:8832377-8843340,MBD3L,ENSG00000170948,Methyl-CpG binding domain protein 3 like 1
MBD3L2,chr19:7049321-7051735,NA,ENSG00000230522,Methyl-CpG binding domain protein 3 like 2
MBD3L2B,chr19:7018969-7021432,NA,ENSG00000196589,Methyl-CpG binding domain protein 3 like 2B
MBD3L3,chr19:7056207-7069665,NA,ENSG00000182315,Methyl-CpG binding domain protein 3 like 3
MBD3L4,chr19:7037749-7040179,NA,ENSG00000205718,Methyl-CpG binding domain protein 3 like 4
MBD3L5,chr19:7030578-7033011,NA,ENSG00000237247,Methyl-CpG binding domain protein 3 like 5
MBD4,chr3:129430947-129440179,MED1,ENSG00000129071,"Methyl-CpG binding domain 4, DNA glycosylase"
MBD5,chr2:148021011-148516971,"FLJ11113, KIAA1461",ENSG00000204406,Methyl-CpG binding domain protein 5
MBD6,chr12:57520710-57530148,KIAA1887,ENSG00000166987,Methyl-CpG binding domain protein 6
MBIP,chr14:36298564-36320637,NA,ENSG00000151332,MAP3K12 binding inhibitory protein 1
MBL2,chr10:52765380-52772784,"COLEC1, MBL, MBP, MBP-C, MBP1",ENSG00000165471,Mannose binding lectin 2
MBLAC1,chr7:100126785-100128495,MGC49416,ENSG00000214309,Metallo-beta-lactamase domain containing 1
MBLAC2,chr5:90458209-90474771,"DKFZp686P15118, MGC46734",ENSG00000176055,Metallo-beta-lactamase domain containing 2
MBNL1,chr3:152243828-152465780,"EXP, EXP35, EXP40, EXP42, KIAA0428, MBNL",ENSG00000152601,Muscleblind like splicing regulator 1
MBNL2,chr13:97221434-97394120,"MBLL, MBLL39",ENSG00000139793,Muscleblind like splicing regulator 2
MBNL3,chrX:132369320-132489968,"CHCR, FLJ11316, MBLX39, MBXL",ENSG00000076770,Muscleblind like splicing regulator 3
MBOAT1,chr6:20099684-20212469,"dJ434O11.1, LPEAT1, LPLAT14, MGC44669, OACT1",ENSG00000172197,Membrane bound O-acyltransferase domain containing 1
MBOAT2,chr2:8852690-9003709,"FLJ14415, FLJ90298, LPLAT13, OACT2",ENSG00000143797,Membrane bound O-acyltransferase domain containing 2
MBOAT4,chr8:30131671-30144665,"FKSG89, GOAT, OACT4",ENSG00000177669,Membrane bound O-acyltransferase domain containing 4
MBOAT7,chr19:54173412-54189882,"BB1, hMBOA-7, LENG4, LPIAT1, LPLAT, LPLAT11",ENSG00000125505,Membrane bound O-acyltransferase domain containing 7
MBP,chr18:76978827-77133683,NA,ENSG00000197971,Myelin basic protein
MBTD1,chr17:51177425-51260163,"FLJ20055, SA49P01",ENSG00000011258,Mbt domain containing 1
MBTPS1,chr16:84053761-84116942,"KIAA0091, PCSK8, S1P, SKI-1",ENSG00000140943,"Membrane bound transcription factor peptidase, site 1"
MBTPS2,chrX:21839617-21885423,"KFSD, S2P",ENSG00000012174,"Membrane bound transcription factor peptidase, site 2"
MC1R,chr16:89912119-89920973,MSH-R,ENSG00000258839,Melanocortin 1 receptor
MC2R,chr18:13882044-13915707,ACTHR,ENSG00000185231,Melanocortin 2 receptor
MC3R,chr20:56248732-56249815,MC3,ENSG00000124089,Melanocortin 3 receptor
MC4R,chr18:60371062-60372775,NA,ENSG00000166603,Melanocortin 4 receptor
MC5R,chr18:13824149-13827323,NA,ENSG00000176136,Melanocortin 5 receptor
MCAM,chr11:119308529-119321521,"CD146, HEMCAM, MelCAM, METCAM, MUC18",ENSG00000076706,Melanoma cell adhesion molecule
MCAT,chr22:43132209-43143398,"fabD, FASN2C, MCT, MCT1, MT, NET62",ENSG00000100294,Malonyl-CoA-acyl carrier protein transacylase
MCC,chr5:113022106-113488823,NA,ENSG00000171444,MCC regulator of WNT signaling pathway
MCCC1,chr3:183015218-183116075,"MCCA, MCCCalpha",ENSG00000078070,Methylcrotonyl-CoA carboxylase subunit 1
MCCC2,chr5:71579531-71658706,"MCCB, MCCCbeta",ENSG00000131844,Methylcrotonyl-CoA carboxylase subunit 2
MCCD1,chr6:31528962-31530232,NA,ENSG00000204511,Mitochondrial coiled-coil domain 1
MCEE,chr2:71109684-71130239,"GLOD2, MCE, MMCE",ENSG00000124370,Methylmalonyl-CoA epimerase
MCEMP1,chr19:7677088-7679829,"C19orf59, MGC132456",ENSG00000183019,Mast cell expressed membrane protein 1
MCF2,chrX:139581770-139708216,"ARHGEF21, DBL",ENSG00000101977,MCF.2 cell line derived transforming sequence
MCF2L,chr13:112894378-113099742,"ARHGEF14, DBS, KIAA0362, OST",ENSG00000126217,MCF.2 cell line derived transforming sequence like
MCF2L2,chr3:183178041-183428778,"ARHGEF22, KIAA0861",ENSG00000053524,MCF.2 cell line derived transforming sequence-like 2
MCFD2,chr2:46901870-46941855,"F5F8D, LMAN1IP, SDNSF",ENSG00000180398,"Multiple coagulation factor deficiency 2, ER cargo receptor complex subunit"
MCHR1,chr22:40679273-40682812,"GPR24, MCH1R, SLC1",ENSG00000128285,Melanin concentrating hormone receptor 1
MCHR2,chr6:99918519-99994247,"GPR145, MCH2, MCH2R, SLT",ENSG00000152034,Melanin concentrating hormone receptor 2
MCIDAS,chr5:55219564-55227315,"IDAS, MCI, MCIN",ENSG00000234602,Multiciliate differentiation and DNA synthesis associated cell cycle protein
MCL1,chr1:150560895-150579738,"BCL2L3, Mcl-1",ENSG00000143384,"MCL1 apoptosis regulator, BCL2 family member"
MCM10,chr10:13161558-13211110,"CNA43, DNA43, PRO2249",ENSG00000065328,Minichromosome maintenance 10 replication initiation factor
MCM2,chr3:127598410-127622436,"BM28, CCNL1, cdc19, CDCL1, D3S3194, DFNA70, KIAA0030",ENSG00000073111,Minichromosome maintenance complex component 2
MCM3,chr6:52264014-52284881,NA,ENSG00000112118,Minichromosome maintenance complex component 3
MCM3AP,chr21:46235133-46286297,"GANP, KIAA0572, Map80, SAC3",ENSG00000160294,Minichromosome maintenance complex component 3 associated protein
MCM4,chr8:47960185-47978160,"CDC21, CDC54, hCdc21, MGC33310, P1-Cdc21",ENSG00000104738,Minichromosome maintenance complex component 4
MCM5,chr22:35400134-35425431,CDC46,ENSG00000100297,Minichromosome maintenance complex component 5
MCM6,chr2:135839626-135876443,Mis5,ENSG00000076003,Minichromosome maintenance complex component 6
MCM7,chr7:100092728-100101940,"CDC47, MCM2, PPP1R104",ENSG00000166508,Minichromosome maintenance complex component 7
MCM8,chr20:5950652-5998977,"C20orf154, dJ967N21.5, MGC119522, MGC119523, MGC12866, MGC4816, REC",ENSG00000125885,Minichromosome maintenance 8 homologous recombination repair factor
MCM9,chr6:118813442-118935162,"C6orf61, dJ329L24.3, FLJ20170, MCMDC1, MGC35304",ENSG00000111877,Minichromosome maintenance 9 homologous recombination repair factor
MCMBP,chr10:119829404-119892556,"C10orf119, FLJ13081, MCM-BP",ENSG00000197771,Minichromosome maintenance complex binding protein
MCMDC2,chr8:66870749-66922048,"C8orf45, FLJ25692",ENSG00000178460,Minichromosome maintenance domain containing 2
MCOLN1,chr19:7522624-7534009,"ML4, MLIV, MST080, MSTP080, TRPM-L1, TRPML1",ENSG00000090674,Mucolipin TRP cation channel 1
MCOLN2,chr1:84925583-84997113,"FLJ36691, TRP-ML2, TRPML2",ENSG00000153898,Mucolipin TRP cation channel 2
MCOLN3,chr1:85018082-85048500,"FLJ11006, TRP-ML3, TRPML3",ENSG00000055732,Mucolipin TRP cation channel 3
MCPH1,chr8:6406592-6648508,"BRIT1, FLJ12847",ENSG00000147316,Microcephalin 1
MCRIP1,chr17:81822361-81833302,"FAM195B, GRAN2, MCRIP",ENSG00000225663,MAPK regulated corepressor interacting protein 1
MCRIP2,chr16:636817-648474,"C16orf14, FAM195A, MGC15416",ENSG00000172366,MAPK regulated corepressor interacting protein 2
MCRS1,chr12:49556544-49568145,"ICP22BP, INO80Q, MCRS2, MSP58, P78",ENSG00000187778,Microspherule protein 1
MCTP1,chr5:94703690-95285094,FLJ22344,ENSG00000175471,Multiple C2 and transmembrane domain containing 1
MCTP2,chr15:94231538-94483952,"FLJ11175, FLJ33303",ENSG00000140563,Multiple C2 and transmembrane domain containing 2
MCTS1,chrX:120594010-120621159,MCT-1,ENSG00000232119,MCTS1 re-initiation and release factor
MCTS2,chr20:31547379-31548081,"MCTS2P, psiMCT-1",ENSG00000101898,MCTS family member 2
MCU,chr10:72692143-72887694,"C10orf42, CCDC109A, FLJ46135",ENSG00000156026,Mitochondrial calcium uniporter
MCUB,chr4:109560209-109688719,"CCDC109B, FLJ20647",ENSG00000005059,Mitochondrial calcium uniporter dominant negative subunit beta
MCUR1,chr6:13786557-13814568,"C6orf79, CCDC90A, FLJ20958",ENSG00000050393,Mitochondrial calcium uniporter regulator 1
MDC1,chr6:30699807-30717447,"Em:AB023051.5, KIAA0170, NFBD1",ENSG00000137337,Mediator of DNA damage checkpoint 1
MDFI,chr6:41636882-41654244,I-mfa,ENSG00000112559,MyoD family inhibitor
MDFIC,chr7:114922094-115019917,"HIC, MDFIC1",ENSG00000135272,MyoD family inhibitor domain containing
MDFIC2,chr3:70194479-70312638,NA,ENSG00000242120,MyoD family inhibitor domain containing 2
MDGA1,chr6:37630679-37699306,"GPIM, MAMDC3",ENSG00000112139,MAM domain containing glycosylphosphatidylinositol anchor 1
MDGA2,chr14:46839629-47675605,MAMDC1,ENSG00000139915,MAM domain containing glycosylphosphatidylinositol anchor 2
MDH1,chr2:63588609-63607197,NA,ENSG00000014641,Malate dehydrogenase 1
MDH1B,chr2:206737763-206765328,"FLJ25341, RP11-95H11",ENSG00000138400,Malate dehydrogenase 1B
MDH2,chr7:76048051-76067508,NA,ENSG00000146701,Malate dehydrogenase 2
MDK,chr11:46380756-46383837,"FLJ27379, MK, NEGF2",ENSG00000110492,Midkine
MDM1,chr12:68272443-68332381,NA,ENSG00000111554,Mdm1 nuclear protein
MDM2,chr12:68808177-68845544,"HDM2, MGC5370",ENSG00000135679,MDM2 proto-oncogene
MDM4,chr1:204516379-204558120,"HDMX, MDMX",ENSG00000198625,MDM4 regulator of p53
MDN1,chr6:89642498-89819794,"KIAA0301, Rea1",ENSG00000112159,Midasin AAA ATPase 1
MDP1,chr14:24213943-24216070,"FN6Pase, MGC5987",ENSG00000213920,Magnesium dependent phosphatase 1
ME1,chr6:83210402-83431051,NA,ENSG00000065833,Malic enzyme 1
ME2,chr18:50879080-50954257,NA,ENSG00000082212,Malic enzyme 2
ME3,chr11:86441108-86672636,NA,ENSG00000151376,Malic enzyme 3
MEA1,chr6:43011143-43016868,MEA,ENSG00000124733,Male-enhanced antigen 1
MEAF6,chr1:37489993-37514766,"C1orf149, CENP-28, Eaf6, FLJ11730, NY-SAR-91",ENSG00000163875,MYST/Esa1 associated factor 6
MEAK7,chr16:84476355-84554033,"KIAA1609, mEAK-7, TLDC1",ENSG00000140950,"MTOR associated protein, eak-7 homolog"
MECOM,chr3:169083499-169663775,"EVI1, KMT8E, MDS1, MDS1-EVI1, PRDM3",ENSG00000085276,MDS1 and EVI1 complex locus
MECP2,chrX:154021573-154137103,"MRX16, MRX79, RTT",ENSG00000169057,Methyl-CpG binding protein 2
MECR,chr1:29192657-29230942,"CGI-63, ETR1, FASN2B, NRBF1",ENSG00000116353,Mitochondrial trans-2-enoyl-CoA reductase
MED1,chr17:39404285-39451272,"CRSP1, CRSP200, DRIP230, PBP, PPARBP, PPARGBP, RB18A, TRAP220, TRIP2",ENSG00000125686,Mediator complex subunit 1
MED10,chr5:6371874-6378571,"L6, MGC5309, NUT2, TRG20",ENSG00000133398,Mediator complex subunit 10
MED11,chr17:4731428-4733608,"HSPC296, MGC88387",ENSG00000161920,Mediator complex subunit 11
MED12,chrX:71118543-71144103,"ARC240, CAGH45, FGS1, HOPA, KIAA0192, Kto, OKS, OPA1, TNRC11, TRAP230",ENSG00000184634,Mediator complex subunit 12
MED12L,chr3:151085286-151437072,"KIAA1635, TNRC11L, TRALP, TRALPUSH",ENSG00000144893,Mediator complex subunit 12L
MED13,chr17:61942605-62065278,"KIAA0593, THRAP1, TRAP240",ENSG00000108510,Mediator complex subunit 13
MED13L,chr12:115957905-116277693,"KIAA1025, THRAP2, TRAP240L",ENSG00000123066,Mediator complex subunit 13L
MED14,chrX:40648305-40735858,"CRSP150, CRSP2, CSRP, CXorf4, EXLM1, RGR1, TRAP170",ENSG00000180182,Mediator complex subunit 14
MED15,chr22:20495913-20587632,"Arc105, CAG7A, PCQAP, TIG-1, TNRC7",ENSG00000099917,Mediator complex subunit 15
MED16,chr19:867630-893218,"DRIP92, THRAP5, TRAP95",ENSG00000175221,Mediator complex subunit 16
MED17,chr11:93784227-93814963,"CRSP6, CRSP77, DRIP80, SRB4, TRAP80",ENSG00000042429,Mediator complex subunit 17
MED18,chr1:28329002-28335965,"FLJ20045, p28b, SRB5",ENSG00000130772,Mediator complex subunit 18
MED19,chr11:57703710-57712221,LCMR1,ENSG00000156603,Mediator complex subunit 19
MED20,chr6:41905354-41921139,"DKFZp586D2223, PRO0213, SRB2, TRFP",ENSG00000124641,Mediator complex subunit 20
MED21,chr12:27022546-27066343,"SRB7, SURB7",ENSG00000152944,Mediator complex subunit 21
MED22,chr9:133338312-133348131,"Med24, SRB6, SURF5",ENSG00000148297,Mediator complex subunit 22
MED23,chr6:131573966-131628242,"CRSP130, CRSP3, DRIP130, MRT18, Sur2",ENSG00000112282,Mediator complex subunit 23
MED24,chr17:40019097-40061215,"CRSP100, CRSP4, DRIP100, KIAA0130, MED5, THRAP4, TRAP100",ENSG00000008838,Mediator complex subunit 24
MED25,chr19:49818282-49840383,"ACID1, ARC92, DKFZp434K0512, TCBAP0758",ENSG00000104973,Mediator complex subunit 25
MED26,chr19:16574907-16629062,"CRSP7, CRSP70",ENSG00000105085,Mediator complex subunit 26
MED27,chr9:131852928-132079867,"CRSP34, CRSP8, MED3, TRAP37",ENSG00000160563,Mediator complex subunit 27
MED28,chr4:17614641-17634105,"DKFZP434N185, EG1, magicin",ENSG00000118579,Mediator complex subunit 28
MED29,chr19:39391303-39400641,"DKFZp434H247, IXL, MED2",ENSG00000063322,Mediator complex subunit 29
MED30,chr8:117520713-117540262,"THRAP6, TRAP25",ENSG00000164758,Mediator complex subunit 30
MED31,chr17:6643311-6651634,"CGI-125, Soh1",ENSG00000108590,Mediator complex subunit 31
MED4,chr13:48053323-48095131,"DRIP36, HSPC126, TRAP36, VDRIP",ENSG00000136146,Mediator complex subunit 4
MED6,chr14:70581257-70600690,NY-REN-28,ENSG00000133997,Mediator complex subunit 6
MED7,chr5:157137424-157159019,"CRSP33, CRSP9",ENSG00000155868,Mediator complex subunit 7
MED8,chr1:43383917-43389808,"ARC32, MGC17544, MGC19641",ENSG00000159479,Mediator complex subunit 8
MED9,chr17:17476994-17493221,"FLJ10193, MED25",ENSG00000141026,Mediator complex subunit 9
MEDAG,chr13:30906271-30925572,"AWMS3, C13orf33, FLJ14834, MEDA-4",ENSG00000102802,Mesenteric estrogen dependent adipogenesis
MEF2A,chr15:99565417-99716488,"RSRFC4, RSRFC9",ENSG00000068305,Myocyte enhancer factor 2A
MEF2B,chr19:19145567-19192131,RSRFR2,ENSG00000213999,Myocyte enhancer factor 2B
MEF2C,chr5:88717117-88904257,NA,ENSG00000081189,Myocyte enhancer factor 2C
MEF2D,chr1:156463727-156500779,NA,ENSG00000116604,Myocyte enhancer factor 2D
MEFV,chr16:3242027-3256633,"FMF, MEF, TRIM20",ENSG00000103313,"MEFV innate immuity regulator, pyrin"
MEGF10,chr5:127290796-127465737,"KIAA1780, SR-F3",ENSG00000145794,Multiple EGF like domains 10
MEGF11,chr15:65895079-66253756,"DKFZp434L121, KIAA1781",ENSG00000157890,Multiple EGF like domains 11
MEGF6,chr1:3487951-3611508,EGFL3,ENSG00000162591,Multiple EGF like domains 6
MEGF8,chr19:42325609-42378769,"C19orf49, EGFL4, FLJ22365, SBP1",ENSG00000105429,Multiple EGF like domains 8
MEGF9,chr9:120600811-120714470,EGFL5,ENSG00000106780,Multiple EGF like domains 9
MEI1,chr22:41699503-41799456,"MGC40042, SPATA38",ENSG00000167077,Meiotic double-stranded break formation protein 1
MEI4,chr6:77650274-77927045,NA,ENSG00000269964,Meiotic double-stranded break formation protein 4
MEIG1,chr10:14959388-14988050,"bA2K17.3, SPATA39",ENSG00000197889,Meiosis/spermiogenesis associated 1
MEIKIN,chr5:131806990-131945698,SPO13,ENSG00000239642,Meiotic kinetochore factor
MEIOB,chr16:1833986-1872178,"C16orf73, MGC35212",ENSG00000162039,Meiosis specific with OB-fold
MEIOC,chr17:44656404-44690308,"C17orf104, FLJ35848",ENSG00000180336,Meiosis specific with coiled-coil domain
MEIOSIN,chr19:45733439-45764541,"BHMG1, HMGDC",ENSG00000237452,Meiosis initiator
MEIS1,chr2:66433452-66573869,NA,ENSG00000143995,Meis homeobox 1
MEIS2,chr15:36889204-37101299,"HsT18361, MRG1",ENSG00000134138,Meis homeobox 2
MEIS3,chr19:47403124-47419527,"DKFZp547H236, MRG2",ENSG00000105419,Meis homeobox 3
MELK,chr9:36572862-36677683,KIAA0175,ENSG00000165304,Maternal embryonic leucine zipper kinase
MELTF,chr3:196980590-197029835,"CD228, FLJ38863, MAP97, MFI2, MGC4856, MTf, MTF1",ENSG00000163975,Melanotransferrin
MEMO1,chr2:31865060-32011230,"C2orf4, CGI-27, MEMO",ENSG00000162959,Mediator of cell motility 1
MEN1,chr11:64803510-64811294,NA,ENSG00000133895,Menin 1
MEOX1,chr17:43640389-43661922,MOX1,ENSG00000005102,Mesenchyme homeobox 1
MEOX2,chr7:15611212-15686683,"GAX, MOX2",ENSG00000106511,Mesenchyme homeobox 2
MEP1A,chr6:46793389-46839778,PPHA,ENSG00000112818,Meprin A subunit alpha
MEP1B,chr18:32185069-32220404,NA,ENSG00000141434,Meprin A subunit beta
MEPCE,chr7:100428322-100434126,"BCDIN3, FLJ20257",ENSG00000146834,Methylphosphate capping enzyme
MEPE,chr4:87821398-87846814,NA,ENSG00000152595,Matrix extracellular phosphoglycoprotein
MERTK,chr2:111898607-112029561,"c-Eyk, mer, RP38, Tyro12",ENSG00000153208,"MER proto-oncogene, tyrosine kinase"
